-5.524861878	0.129452055
44.19889503	0.154109589
77.3480663	0.176712329
110.4972376	0.197260274
154.6961326	0.21369863
193.3701657	0.221917808
237.5690608	0.228082192
281.7679558	0.230136986
320.441989	0.230136986
364.640884	0.228082192
430.9392265	0.226027397
497.2375691	0.221917808
569.0607735	0.215753425
646.4088398	0.209589041
723.7569061	0.203424658
790.0552486	0.197260274
856.3535912	0.19109589
928.1767956	0.184931507
1000	0.180821918
1077.348066	0.174657534
1149.171271	0.168493151
1220.994475	0.164383562
1270.718232	0.160273973
1364.640884	0.154109589
1436.464088	0.15
1513.812155	0.143835616
1585.635359	0.139726027
1662.983425	0.135616438
1740.331492	0.129452055
1801.104972	0.12739726
1878.453039	0.123287671
1961.325967	0.119178082
2033.149171	0.115068493
2093.922652	0.113013699
2193.370166	0.106849315
